"name","count","countries","cities","roles","samples","etoStatus","category"
"Osaka","6","Japan","Osaka","to","Osaka Itami Airport (ITM) -> Osaka || Osaka Itami Airport (ITM) -> Osaka || Osaka Itami Airport (ITM) -> Osaka","missing","city"
"Petra","6","Jordan","Petra","to","Amman Civil Airport (Marka) (ADJ) -> Petra || Amman Civil Airport (Marka) (ADJ) -> Petra || Amman Civil Airport (Marka) (ADJ) -> Petra","missing","city"
"Pionerskiy","6","Russia","Pionerskiy","to","Kaliningrad Khrabrovo Airport (KGD) -> Pionerskiy || Kaliningrad Khrabrovo Airport (KGD) -> Pionerskiy || Kaliningrad Khrabrovo Airport (KGD) -> Pionerskiy","missing","city"
"Rawai, Mueang, Phuket","6","Thailand","Rawai, Mueang, Phuket","to","Phuket International Airport (HKT) -> Rawai, Mueang, Phuket || Phuket International Airport (HKT) -> Rawai, Mueang, Phuket || Phuket International Airport (HKT) -> Rawai, Mueang, Phuket","missing","city"
"Saint Petersburg","6","Russia","Saint Petersburg","to","Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg || Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg || Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg","missing","city"
"Salt city","6","Jordan","Salt city","to","Amman Civil Airport (Marka) (ADJ) -> Salt city || Amman Civil Airport (Marka) (ADJ) -> Salt city || Amman Civil Airport (Marka) (ADJ) -> Salt city","missing","city"
"Saratov","6","Russia","Saratov","to","Saratov Tsentralny Airport (RTW) -> Saratov || Saratov Tsentralny Airport (RTW) -> Saratov || Saratov Tsentralny Airport (RTW) -> Saratov","missing","city"
"Sheikh Hussein Bridge","6","Jordan","Sheikh Hussein Bridge","to","Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge || Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge || Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge","missing","city"
"Simferopol'","6","Russia","Simferopol'","to","Simferopol' Airport (SIP) -> Simferopol' || Simferopol' Airport (SIP) -> Simferopol' || Simferopol' Airport (SIP) -> Simferopol'","missing","city"
"Stavropol'","6","Russia","Stavropol'","to","Stavropol' Shpakovskoye Airport (STW) -> Stavropol' || Stavropol' Shpakovskoye Airport (STW) -> Stavropol' || Stavropol' Shpakovskoye Airport (STW) -> Stavropol'","missing","city"
"Svetlogorsk","6","Russia","Svetlogorsk","to","Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk || Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk || Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk","missing","city"
"Taipei","6","Taiwan","Taipei","to","Taipei Songshan Airport (TSA) -> Taipei || Taipei Songshan Airport (TSA) -> Taipei || Taipei Songshan Airport (TSA) -> Taipei","missing","city"
"Taoyuan City","6","Taiwan","Taoyuan City","to","Taipei Songshan Airport (TSA) -> Taoyuan City || Taipei Songshan Airport (TSA) -> Taoyuan City || Taipei Songshan Airport (TSA) -> Taoyuan City","missing","city"
"Ubud","6","Indonesia","Denpasar Ngurah Rai Airport (DPS)|Jimbaran|Kuta, Seminyak|Nusa dua|Ubud|Uluwatu","from|to","Ubud -> Denpasar Ngurah Rai Airport (DPS) || Ubud -> Jimbaran || Ubud -> Kuta, Seminyak","missing","city"
"Umm Al Quwain","6","United Arab Emirates","Umm Al Quwain","to","Abu Dhabi International Airport (AUH) -> Umm Al Quwain || Abu Dhabi International Airport (AUH) -> Umm Al Quwain || Abu Dhabi International Airport (AUH) -> Umm Al Quwain","missing","city"
"Volgograd","6","Russia","Volgograd","to","Volgograd International Airport (VOG) -> Volgograd || Volgograd International Airport (VOG) -> Volgograd || Volgograd International Airport (VOG) -> Volgograd","missing","city"
"Vologda","6","Russia","Vologda","to","Vologda Airport (VGD) -> Vologda || Vologda Airport (VGD) -> Vologda || Vologda Airport (VGD) -> Vologda","missing","city"
"Voronezh","6","Russia","Voronezh","to","Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh || Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh || Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh","missing","city"
