"name","count","countries","cities","roles","samples","etoStatus","category"
"Bab Al Shams Desert Resor, Dubai","8","United Arab Emirates","Bab Al Shams Desert Resor, Dubai","to","Dubai international Airport (DXB) -> Bab Al Shams Desert Resor, Dubai || Dubai international Airport (DXB) -> Bab Al Shams Desert Resor, Dubai || Dubai international Airport (DXB) -> Bab Al Shams Desert Resor, Dubai","missing","hotel_resort"
"Phuket Island to delete","8","Thailand","Phuket Island to delete","to","Krabi International Airport (KBV) -> Phuket Island to delete || Krabi International Airport (KBV) -> Phuket Island to delete || Phuket International Airport (HKT) -> Phuket Island to delete","missing","ambiguous"
"Conrad Hotel Samui","7","Thailand","Conrad Hotel Samui","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Conrad Hotel Samui || Koh Samui - Mae Nam Port (Surat Thani ) -> Conrad Hotel Samui || Samui International Airport (USM) -> Conrad Hotel Samui","missing","hotel_resort"
"Element Boutique","7","Thailand","Element Boutique","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Element Boutique || Koh Samui - Mae Nam Port (Surat Thani ) -> Element Boutique || Samui International Airport (USM) -> Element Boutique","missing","hotel_resort"
"Osaka","6","Japan","Osaka","to","Osaka Itami Airport (ITM) -> Osaka || Osaka Itami Airport (ITM) -> Osaka || Osaka Itami Airport (ITM) -> Osaka","missing","city"
"Petra","6","Jordan","Petra","to","Amman Civil Airport (Marka) (ADJ) -> Petra || Amman Civil Airport (Marka) (ADJ) -> Petra || Amman Civil Airport (Marka) (ADJ) -> Petra","missing","city"
"Pionerskiy","6","Russia","Pionerskiy","to","Kaliningrad Khrabrovo Airport (KGD) -> Pionerskiy || Kaliningrad Khrabrovo Airport (KGD) -> Pionerskiy || Kaliningrad Khrabrovo Airport (KGD) -> Pionerskiy","missing","city"
"Rawai, Mueang, Phuket","6","Thailand","Rawai, Mueang, Phuket","to","Phuket International Airport (HKT) -> Rawai, Mueang, Phuket || Phuket International Airport (HKT) -> Rawai, Mueang, Phuket || Phuket International Airport (HKT) -> Rawai, Mueang, Phuket","missing","city"
"Saint Petersburg","6","Russia","Saint Petersburg","to","Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg || Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg || Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg","missing","city"
"Salt city","6","Jordan","Salt city","to","Amman Civil Airport (Marka) (ADJ) -> Salt city || Amman Civil Airport (Marka) (ADJ) -> Salt city || Amman Civil Airport (Marka) (ADJ) -> Salt city","missing","city"
"Saratov","6","Russia","Saratov","to","Saratov Tsentralny Airport (RTW) -> Saratov || Saratov Tsentralny Airport (RTW) -> Saratov || Saratov Tsentralny Airport (RTW) -> Saratov","missing","city"
"Sheikh Hussein Bridge","6","Jordan","Sheikh Hussein Bridge","to","Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge || Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge || Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge","missing","city"
"Simferopol'","6","Russia","Simferopol'","to","Simferopol' Airport (SIP) -> Simferopol' || Simferopol' Airport (SIP) -> Simferopol' || Simferopol' Airport (SIP) -> Simferopol'","missing","city"
"Stavropol'","6","Russia","Stavropol'","to","Stavropol' Shpakovskoye Airport (STW) -> Stavropol' || Stavropol' Shpakovskoye Airport (STW) -> Stavropol' || Stavropol' Shpakovskoye Airport (STW) -> Stavropol'","missing","city"
