"name","count","countries","cities","roles","samples","etoStatus","category"
"Bab Al Shams Desert Resor, Dubai","8","United Arab Emirates","Bab Al Shams Desert Resor, Dubai","to","Dubai international Airport (DXB) -> Bab Al Shams Desert Resor, Dubai || Dubai international Airport (DXB) -> Bab Al Shams Desert Resor, Dubai || Dubai international Airport (DXB) -> Bab Al Shams Desert Resor, Dubai","missing","hotel_resort"
"Phuket Island to delete","8","Thailand","Phuket Island to delete","to","Krabi International Airport (KBV) -> Phuket Island to delete || Krabi International Airport (KBV) -> Phuket Island to delete || Phuket International Airport (HKT) -> Phuket Island to delete","missing","ambiguous"
"Conrad Hotel Samui","7","Thailand","Conrad Hotel Samui","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Conrad Hotel Samui || Koh Samui - Mae Nam Port (Surat Thani ) -> Conrad Hotel Samui || Samui International Airport (USM) -> Conrad Hotel Samui","missing","hotel_resort"
"Element Boutique","7","Thailand","Element Boutique","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Element Boutique || Koh Samui - Mae Nam Port (Surat Thani ) -> Element Boutique || Samui International Airport (USM) -> Element Boutique","missing","hotel_resort"
"Petra","6","Jordan","Petra","to","Amman Civil Airport (Marka) (ADJ) -> Petra || Amman Civil Airport (Marka) (ADJ) -> Petra || Amman Civil Airport (Marka) (ADJ) -> Petra","missing","city"
"Saint Petersburg","6","Russia","Saint Petersburg","to","Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg || Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg || Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg","missing","city"
"Sheikh Hussein Bridge","6","Jordan","Sheikh Hussein Bridge","to","Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge || Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge || Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge","missing","city"
"Avsallar","5","Turkey","Avsallar","to","Antalya Airport (AYT) -> Avsallar || Antalya Airport (AYT) -> Avsallar || Antalya Airport (AYT) -> Avsallar","missing","city"
"Basel","5","France","Basel","to","EuroAirport Basel Mulhouse Freiburg (MLH, BSL, EA -> Basel || EuroAirport Basel Mulhouse Freiburg (MLH, BSL, EA -> Basel || EuroAirport Basel Mulhouse Freiburg (MLH, BSL, EA -> Basel","missing","city"
"Colakli / Çolaklı","5","Turkey","Colakli / Çolaklı","to","Antalya Airport (AYT) -> Colakli / Çolaklı || Antalya Airport (AYT) -> Colakli / Çolaklı || Antalya Airport (AYT) -> Colakli / Çolaklı","missing","city"
"Evrenseki","5","Turkey","Evrenseki","to","Antalya Airport (AYT) -> Evrenseki || Antalya Airport (AYT) -> Evrenseki || Antalya Airport (AYT) -> Evrenseki","missing","city"
"Hua Thanon, Samui","5","Thailand","Hua Thanon, Samui","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Hua Thanon, Samui || Koh Samui - Mae Nam Port (Surat Thani ) -> Hua Thanon, Samui || Samui International Airport (USM) -> Hua Thanon, Samui","missing","city"
"Kadriye","5","Turkey","Kadriye","to","Antalya Airport (AYT) -> Kadriye || Antalya Airport (AYT) -> Kadriye || Antalya Airport (AYT) -> Kadriye","missing","city"
"Kizilagac / Kızılağaç","5","Turkey","Kizilagac / Kızılağaç","to","Antalya Airport (AYT) -> Kizilagac / Kızılağaç || Antalya Airport (AYT) -> Kizilagac / Kızılağaç || Antalya Airport (AYT) -> Kizilagac / Kızılağaç","missing","city"
